Author,Illustrator,Title,Language,LoC Class,Subject,Category,EBook-No.,Release Date,Copyright Status,Downloads,Price,Editor,LoC No.,Imprint,Summary,Contributor,Engraver,Translator,Alternate Title,Contents,Note,Commentator,Annotator,"Author of introduction, etc.",Edition,Creator,Series Title,Uniform Title
"Burroughs, John, 1837-1921",,Under the Maples,English,QH: Science: Natural history,Natural history -- Outdoor books,Text,30246,"Oct 13, 2009",Public domain in the USA.,31 downloads in the last 30 days.,$0.00,,21019772,,,,,,,The falling leaves -- The pleasures of a naturalist -- The flight of birds -- Bird intimacies -- A midsummer idyl -- Near views of wild life -- With Roosevelt at Pine Knot -- A strenuous holiday -- Under genial skies -- A sheaf of nature notes -- Ruminations -- New gleanings in field and wood.,,,,,,,,
"Mills, Enos A., 1870-1922",,The Rocky Mountain Wonderland,English,F721: United States local history: Rocky Mountains. Yellowstone National Park,Rocky Mountain National Park (Colo.) -- History,Text,42030,"Feb 6, 2013",Public domain in the USA.,31 downloads in the last 30 days.,$0.00,,15007322,,,,,,,Going to the top -- Wild mountain sheep -- The forest frontier -- The Chinook wind -- Associating with snow-slides -- Wild folk of the mountain-summits -- Some forest history -- Mountain lakes -- A mountain pony -- The grizzly bear -- Bringing back the forest -- Mountain parks -- Drought in beaver world -- In the winter snows -- My chipmunk callers -- A peak by the plains -- The conservation of scenery -- The Rocky Mountain National Park.,,,,,,,,
"Jefferies, Richard, 1848-1887",,Nature Near London,English,QH: Science: Natural history,Country life -- England,Text,18629,"Jun 19, 2006",Public domain in the USA.,30 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Sharp, Dallas Lore, 1870-1929","Horsfall, R. Bruce (Robert Bruce), 1869-1948",The Fall of the Year,English,QH: Science: Natural history,Natural history -- Outdoor books,Text,42223,"Feb 27, 2013",Public domain in the USA.,29 downloads in the last 30 days.,$0.00,,11027189,,,,,,,,,,,,,,,
"Sharp, Dallas Lore, 1870-1929","Horsfall, R. Bruce (Robert Bruce), 1869-1948",Winter,English,QH: Science: Natural history,Natural history -- Outdoor books,Text,42199,"Feb 28, 2013",Public domain in the USA.,29 downloads in the last 30 days.,$0.00,,12015921,,,,,,,,,,,,,,,
"Burroughs, John, 1837-1921",,Riverby,English,QH: Science: Natural history,Natural history -- Outdoor books,Text,45307,"Apr 2, 2014",Public domain in the USA.,27 downloads in the last 30 days.,$0.00,,12031069,,,,,,,Among the wild-flowers -- The heart of the southern Catskills -- Birds' eggs -- Bird courtship -- Notes from the prairie -- Eye-beams -- A young marsh hawk -- The chipmunk -- Spring jottings -- Glimpses of wild life -- A life of fear -- Lovers of nature -- A taste of Kentucky blue-grass -- In Mammoth Cave -- Hasty observation -- Bird life in an old apple-tree -- The ways of sportsmen -- Talks with young observers.,,,,,,,,
"Gibson, W. Hamilton (William Hamilton), 1850-1896",,"Pastoral Days; or, Memories of a New England Year",English,QH: Science: Natural history,Natural history -- New England,Text,41278,"Nov 3, 2012",Public domain in the USA.,27 downloads in the last 30 days.,$0.00,,15000371,,,,,,,,,,,,,,,
"Sharp, Dallas Lore, 1870-1929","Horsfall, R. Bruce (Robert Bruce), 1869-1948",A Watcher in The Woods,English,QL: Science: Zoology,Natural history -- Outdoor books,Text,40842,"Sep 22, 2012",Public domain in the USA.,26 downloads in the last 30 days.,$0.00,,,,,,,,,"Birds' winter beds -- Some snug winter beds -- ""Mus'rattin'"" -- Feathered neighbors -- From river-ooze to tree-top -- Rabbit roads -- Second crops -- In the October moon.",,,,,,,,
"Burroughs, John, 1837-1921",,Wake-Robin,English,QL: Science: Zoology,Birds -- United States,Text,35712,"Mar 30, 2011",Public domain in the USA.,26 downloads in the last 30 days.,$0.00,,05021546,,,,,,,The return of the birds -- In the hemlocks -- Adirondac -- Birds'-nests -- Spring at the capital -- Birch browsings -- The bluebird -- The invitation.,,,,,,,,
"Burroughs, John, 1837-1921",,Fresh Fields,English,QH: Science: Natural history,Natural history -- Outdoor books,Text,44127,"Nov 8, 2013",Public domain in the USA.,26 downloads in the last 30 days.,$0.00,,,,,,,,,Nature in England -- English woods: a contrast -- In Carlyle's country -- A hunt for the nightingale -- English and American song-birds -- Impressions of some English birds -- In Wordsworth's country -- A glance at British wild flowers -- British fertility -- A Sunday in Cheyne row -- At sea.,,,,,,,,
"Torrey, Bradford, 1843-1912",,A Rambler's lease,English,QL: Science: Zoology,Bird watching,Text,36173,"May 20, 2011",Public domain in the USA.,25 downloads in the last 30 days.,$0.00,,,,,,,,,My real estate -- A woodland intimate -- An old road -- Confessions of a bird's-nest hunter -- A Green Mountain corn-field -- Behind the eye -- A November chronicle -- New England winter -- A mountain-side ramble -- A pitch-pine meditation -- Esoteric peripateticism -- Butterfly psychology -- Bashful drummers.,,,,,,,,
"Jefferies, Richard, 1848-1887",,The Life of the Fields,English,QH: Science: Natural history,Nature study,Text,6164,"Jul 1, 2004",Public domain in the USA.,23 downloads in the last 30 days.,$0.00,,,,,,,,,"The pageant of summer -- The field-play -- Bits of oak bark -- Meadow thoughts -- Clematis lane -- Nature near Brighton -- Sea, sky, and down -- January in the Sussex woods -- By the Exe -- The water-colley -- Notes on landscape painting -- Village miners -- Mind under water -- Sport and science -- Nature and the gamekeeper -- The sacrifice to trout -- The hovering of the kestrel -- Birds climbing the air -- Country literature -- Sunlight in a London square -- Venice in the east end -- The pigeons at the British museum -- The plainest city in Europe.",,,,,,,,
"Jefferies, Richard, 1848-1887",,The Open Air,English,QH: Science: Natural history,London (England) -- Description and travel,Text,6981,"Nov 1, 2004",Public domain in the USA.,22 downloads in the last 30 days.,$0.00,,,,,,,,,Saint Guido -- Golden-brown -- Wild flowers -- Sunny Brighton -- The pine wood -- Nature on the roof -- One of the new voters -- The modern Thames -- The single-barrel gun -- The haunt of the hare -- The bathing season -- Under the acorns -- Downs -- Forest -- Beauty in the country -- Out of doors in February -- Haunts of the lapwing -- Outside London -- On the London road -- Red roofs of London -- A wet night in London.,,,,,,,,
"Burroughs, John, 1837-1921",,The Wit of a Duck and Other Papers,English,QH: Science: Natural history,Natural history -- Outdoor books,Text,20448,"Jan 25, 2007",Public domain in the USA.,22 downloads in the last 30 days.,$0.00,,,,,,,,,The wit of a duck -- An astonished porcupine -- Human traits in the animals -- The downy woodpecker -- A barn-door outlook -- Wild life in winter -- Bird life in winter -- A birds' free lunch -- Bird-nesting time -- A breath of April -- The woodcock's evening hymn -- The coming of summer.,,,,,,,,
"Burroughs, John, 1837-1921",,The Writings of John Burroughs — Volume 05: Pepacton,English,PS: Language and Literatures: American and Canadian literature,Natural history -- Outdoor books,Text,7441,"Feb 1, 2005",Public domain in the USA.,22 downloads in the last 30 days.,$0.00,,,,,,,,,Pepacton: a summer voyage -- Springs -- An idyl of the honey-bee -- Nature and the poets -- Notes by the way -- Footpaths -- A bunch of herbs -- Winter pictures.,,,,,,,,
"Morris, Elisabeth Woodbridge, 1870-1964",,The Jonathan Papers,English,PS: Language and Literatures: American and Canadian literature,Country life -- Connecticut,Text,33997,"Sep 27, 2010",Public domain in the USA.,22 downloads in the last 30 days.,$0.00,,12009940,,,,,,,"Foreword: on taking one's dessert first -- A placid runaway -- An unprogressive farm -- A desultory pilgrimage -- The yellow valley -- Larkspurs and hollyhocks -- The farm Sunday -- The grooming of the farm -- ""Escaped from old gardens"" -- The country road -- The lure of the berry -- In the rain -- As the bee flies -- A dawn experiment -- In the wake of the partridge -- Beyond the realm of weather -- Comfortable books -- In the firelight.",,,,,,,,
"Hudson, W. H. (William Henry), 1841-1922",,Hampshire Days,English,QH: Science: Natural history,Natural history -- England -- Hampshire,Text,60041,"Aug 2, 2019",Public domain in the USA.,19 downloads in the last 30 days.,$0.00,,23015893,,,,,,,,,,,,,,,
"Mabie, Hamilton Wright, 1846-1916",,Under the Trees and Elsewhere,English,PS: Language and Literatures: American and Canadian literature,Natural history -- Outdoor books,Text,19645,"Oct 27, 2006",Public domain in the USA.,18 downloads in the last 30 days.,$0.00,,,,,,,,,"An April day -- Under the apple boughs -- Along the road: I -- Along the road: II -- The open fields -- Earth and sky -- The mystery of night -- Off shore -- A mountain rivulet -- The earliest insights -- The heart of the woods -- Beside the river -- At the spring -- On the heights -- Under college elms -- A summer morning -- A summer noon -- Eventide -- The turn of the tide -- A memory of summer -- In the Forest of Arden, I-XI -- An undiscovered island, I-VI.",,,,,,,,
"Sharp, Dallas Lore, 1870-1929","Horsfall, R. Bruce (Robert Bruce), 1869-1948",Summer,English,QH: Science: Natural history,Natural history -- Outdoor books,Text,42170,"Feb 23, 2013",Public domain in the USA.,18 downloads in the last 30 days.,$0.00,,14009502,,,,,,,,,,,,,,,
"Beebe, William, 1877-1962",,The Log of the Sun: A Chronicle of Nature's Year,English,QH: Science: Natural history,Natural history -- Outdoor books,Text,26516,"Sep 3, 2008",Public domain in the USA.,17 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Abbott, Charles C. (Charles Conrad), 1843-1919",,Outings at Odd Times,English,QH: Science: Natural history,Natural history -- Outdoor books,Text,48916,"May 10, 2015",Public domain in the USA.,17 downloads in the last 30 days.,$0.00,,05042238,,,,,,,,,,,,,,,
"Storm, Marian, 1892?-1975","Balmer, Clinton",Minstrel Weather,English,QH: Science: Natural history,Natural history -- Outdoor books,Text,38645,"Jan 23, 2012",Public domain in the USA.,17 downloads in the last 30 days.,$0.00,,20020910,,,,,,,Faces of Janus -- A woodland valentine -- Ways of the March hare -- The April moment -- The crest of spring -- Hay harvest time -- The month of yellow flowers -- The mood of August -- Summer pauses -- When the oaks wear damson -- November traits -- The Christmas woods -- Landscapes seen in dreams -- Hiding places -- The play of leaves -- The brown frontier -- Far altars.,,,,,,,,
"Knapp, Adeline, 1860-1909","Keith, William, 1838-1911",In the Christmas WoodsBeing the introductory essay of a series on observations of nature through the year,English,QH: Science: Natural history,Natural history -- Outdoor books,Text,64149,"Dec 27, 2020",Public domain in the USA.,15 downloads in the last 30 days.,$0.00,,00000644,,,,,,,,,,,,,,,
"Abbott, Henry, 1850-1943",,Muskrat City,English,QH: Science: Natural history,Camping,Text,34524,"Dec 1, 2010",Public domain in the USA.,15 downloads in the last 30 days.,$0.00,,22024927,,,,,,,,,,,,,,,
"Torrey, Bradford, 1843-1912",,Spring notes from Tennessee,English,QH: Science: Natural history,Birds -- Tennessee,Text,45708,"May 21, 2014",Public domain in the USA.,14 downloads in the last 30 days.,$0.00,,rc01001282,,,,,,,,,,,,,,,
"Lazell, Frederick John, 1870-1940",,Some Spring Days in Iowa,English,QH: Science: Natural history,Natural history -- Iowa,Text,18227,"Apr 22, 2006",Public domain in the USA.,12 downloads in the last 30 days.,$0.00,,09000100,,,,,,,,,,,,,,,
"Lazell, Frederick John, 1870-1940",,Some Winter Days in Iowa,English,QH: Science: Natural history,Natural history -- Iowa,Text,18174,"Apr 14, 2006",Public domain in the USA.,12 downloads in the last 30 days.,$0.00,,08001465,,,,,,,,,,,,,,,
"Lazell, Frederick John, 1870-1940",,Some Summer Days in Iowa,English,QH: Science: Natural history,Iowa -- Description and travel,Text,18249,"Apr 24, 2006",Public domain in the USA.,8 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
Various,,"Birds, Illustrated by Color Photography, Vol. 1, No. 1January, 1897",English,QL: Science: Zoology,Natural history -- Periodicals,Text,30221,"Oct 9, 2009",Public domain in the USA.,153 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
Various,,"Birds, Illustrated by Color Photography, Vol. 1, No. 4April, 1897",English,QL: Science: Zoology,Natural history -- Periodicals,Text,25874,"Jun 22, 2008",Public domain in the USA.,84 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
Various,,"Birds, Illustrated by Color Photography, Vol. 1, No. 5May, 1897",English,QL: Science: Zoology,Natural history -- Periodicals,Text,25983,"Jul 6, 2008",Public domain in the USA.,73 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
Various,,"Birds Illustrated by Color Photography, Vol. 3, No. 5",English,QL: Science: Zoology,Natural history -- Periodicals,Text,47280,"Nov 4, 2014",Public domain in the USA.,71 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
Various,,"Birds Illustrated by Color Photography, Vol. 3, No. 2 [February, 1898]A Monthly Serial designed to Promote Knowledge of Bird-Life",English,QL: Science: Zoology,Natural history -- Periodicals,Text,34294,"Nov 12, 2010",Public domain in the USA.,66 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
Various,,"Birds Illustrated by Color Photography, Vol. 3, No. 1 [January, 1898]A Monthly Serial designed to Promote Knowledge of Bird-Life",English,QL: Science: Zoology,Natural history -- Periodicals,Text,34165,"Oct 29, 2010",Public domain in the USA.,52 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
Various,,"Birds Illustrated by Color Photography, Vol. 3, No. 4.",English,QL: Science: Zoology,Natural history -- Periodicals,Text,47326,"Nov 11, 2014",Public domain in the USA.,45 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
Various,,"Birds, Illustrated by Color Photography, Vol. 1, No. 2February, 1897",English,QL: Science: Zoology,Natural history -- Periodicals,Text,30626,"Dec 8, 2009",Public domain in the USA.,43 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
Various,,"Birds Illustrated by Color Photography, Vol. 3, No. 6, June 1898",English,QL: Science: Zoology,Natural history -- Periodicals,Text,47649,"Dec 12, 2014",Public domain in the USA.,42 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
Various,,"Birds, Illustrated by Color Photography, Vol. 2, No. 2August, 1897",English,QL: Science: Zoology,Natural history -- Periodicals,Text,26656,"Sep 19, 2008",Public domain in the USA.,41 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
Various,,"Birds and All Nature, Vol. 3, No. 3, March 1898Illustrated by Color Photography",English,QH: Science: Natural history,Natural history -- Periodicals,Text,47602,"Dec 8, 2014",Public domain in the USA.,38 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
Various,,"Birds and Nature, Vol. 08, No. 2, September 1900Illustrated by Color Photography",English,QH: Science: Natural history,Natural history -- Periodicals,Text,48523,"Mar 18, 2015",Public domain in the USA.,36 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
Various,,"Birds, Illustrated by Color Photography, Vol. 2, No. 1July 1897",English,QL: Science: Zoology,Natural history -- Periodicals,Text,30523,"Nov 21, 2009",Public domain in the USA.,34 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
